assay_description,document_journal,document_year,target_chembl_id,target_pref_name,molecule_chembl_id,standard_type,standard_units,canonical_smiles,nIC50,pIC50,MW,LogP,NumHDonors,NumHAcceptors
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347378,IC50,nM,O=C(O)C[C@H]1C[C@@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,2900.0,5.537602002101044,432.3470000000002,5.551500000000004,1.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2177203,IC50,nM,O=C(O)C[C@@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,76.0,7.119186407719209,432.3470000000002,5.551500000000004,1.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2059299,IC50,nM,O=C(O)C[C@@H]1C[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,2400.0,5.619788758288394,432.3470000000002,5.551500000000004,1.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347377,IC50,nM,O=C(O)C[C@@H]1O[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,140.0,6.853871964321762,434.3190000000002,4.887900000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347376,IC50,nM,O=C(O)C[C@H]1O[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,290.0,6.537602002101044,434.3190000000002,4.887900000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347393,IC50,nM,CC[C@@H](CO)N1C(=O)[C@H](CC(=O)O)O[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,610.0,6.214670164989233,452.33400000000006,4.248800000000003,2.0,4.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347392,IC50,nM,O=C(O)C[C@H]1O[C@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,7400.0,5.130768280269024,434.3190000000002,4.887900000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347391,IC50,nM,O=C(O)CC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,1300.0,5.886056647693163,448.3460000000002,5.278000000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347390,IC50,nM,CNCC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,9900.0,5.00436480540245,433.37900000000025,5.022700000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347389,IC50,nM,O=C(O)C[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,300.0,6.522878745280337,434.3190000000002,4.887900000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347388,IC50,nM,O=C1[C@H](CCO)O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N1CC1CC1,880.0,6.055517327849832,420.3360000000002,4.795600000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347387,IC50,nM,C=CC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,1400.0,5.853871964321762,416.3480000000002,5.989300000000005,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347385,IC50,nM,O=C1CO[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N1CC1CC1,1800.0,5.7447274948966935,376.2830000000001,5.044600000000004,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347383,IC50,nM,CCC[C@H](C(=O)O)N1C(=O)[C@H](Cc2ccc(F)cc2)O[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,86.0,7.0655015487564325,530.4230000000001,6.638300000000005,1.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347382,IC50,nM,COc1cccc(C[C@@H]2O[C@@H](c3ccc(Br)cc3)[C@@H](c3ccc(Br)cc3)N(C)C2=O)c1,2100.0,5.6777807052660805,545.2710000000001,6.102500000000005,0.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347381,IC50,nM,COc1ccc(C[C@@H]2O[C@@H](c3ccc(Br)cc3)[C@@H](c3ccc(Br)cc3)N(C)C2=O)cc1,1900.0,5.721246399047171,545.2710000000001,6.102500000000005,0.0,3.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347380,IC50,nM,CN1C(=O)[C@H](Cc2ccc(F)cc2)O[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,1800.0,5.7447274948966935,533.2350000000001,6.233000000000004,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347403,IC50,nM,CN1C(=O)[C@H](Cc2ccc(Br)cc2)O[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,1500.0,5.823908740944319,594.1410000000001,6.856400000000005,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347401,IC50,nM,CN1C(=O)[C@H](Cc2ccccc2)O[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,1800.0,5.7447274948966935,426.3430000000001,5.875700000000005,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347399,IC50,nM,CN1C(=O)[C@H](Cc2ccccc2)O[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,2000.0,5.698970004336019,515.2450000000001,6.093900000000004,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347398,IC50,nM,CN1C(=O)CO[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,5400.0,5.267606240177032,425.12000000000006,4.482600000000003,0.0,2.0
Inhibition of human recombinant GST-thrombin-MDM2 (1 to 188) expressed in Escherichia coli assessed as reduction of MDM2-p53 interaction incubated for 20 mins followed by p53 addition measured after 60 mins by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2347394,IC50,nM,COc1cccc2c1C1=C([C@H](c3ccc(Br)cc3)n3ncnc3N1C)[C@@H](c1ccc(Br)cc1)O2,70.0,7.154901959985743,580.2800000000002,6.395900000000005,0.0,6.0
Inhibition of N-terminal human recombinant MDM2 assessed as inhibition of protein interaction with p53 by HTRF assay,ACS Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2386350,IC50,nM,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1,18.0,7.744727494896693,734.7689999999994,7.179000000000012,0.0,6.0
Inhibition of N-terminal human recombinant MDM2 assessed as inhibition of protein interaction with p53 by HTRF assay,ACS Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2386348,IC50,nM,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNC(C)=O)CC1,33.0,7.481486060122112,692.7319999999996,7.456300000000011,1.0,5.0
Inhibition of N-terminal human recombinant MDM2 assessed as inhibition of protein interaction with p53 by HTRF assay,ACS Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2386347,IC50,nM,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNS(C)(=O)=O)CC1,46.0,7.337242168318426,728.7869999999997,6.86940000000001,1.0,6.0
Inhibition of N-terminal human recombinant MDM2 assessed as inhibition of protein interaction with p53 by HTRF assay,ACS Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2386345,IC50,nM,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCO)CC1,26.0,7.585026652029182,651.6789999999997,7.312500000000012,1.0,5.0
Inhibition of N-terminal human recombinant MDM2 assessed as inhibition of protein interaction with p53 by HTRF assay,ACS Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2386168,IC50,nM,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCNC(=O)C1,52.0,7.2839966563652,621.6089999999999,7.13440000000001,1.0,4.0
Inhibition of MDM2 (unknown origin) binding to FAM-LTFEHYWAQLTS-NH2 after 30 mins by fluorescence polarization assay,Bioorg. Med. Chem. Lett.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2397155,IC50,nM,COc1ccc(COC(=O)N[C@H](C(=O)N[C@@H](CCC(C)=O)C(=O)N[C@@H](Cc2cn(S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)N[C@@H](CC(C)C)C(=O)NN)C(C)C)cc1,8510.0,5.070070439915412,904.1,4.165260000000005,6.0,12.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398479,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@H](NS(C)(=O)=O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.6,8.119186407719209,611.5670000000001,4.079200000000003,4.0,5.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398478,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,11.1,7.954677021213342,548.4860000000001,4.912400000000003,4.0,4.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398477,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC(C)(C)O)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,16.3,7.787812395596042,536.4750000000001,4.769900000000003,4.0,4.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398476,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,8.4,8.075720713938118,548.4860000000001,4.912400000000003,4.0,4.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398475,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,8.8,8.05551732784983,548.4860000000001,4.912400000000003,4.0,4.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398474,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,8.2,8.086186147616283,534.4590000000001,4.522300000000002,4.0,4.0
Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 to 30 mins by fluorescence polarization assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2398473,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.1,8.148741651280925,534.4590000000001,4.522300000000002,4.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402736,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2F)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,25.0,7.602059991327962,604.4560000000001,7.069380000000004,3.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402735,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)c(F)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,21.0,7.67778070526608,604.4560000000001,7.069380000000004,3.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402734,IC50,nM,COc1cc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)ccc1C(=O)O,20.0,7.698970004336019,616.4920000000001,6.9388800000000055,3.0,5.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402732,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cn2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,23.0,7.638272163982407,587.4540000000003,6.325280000000005,3.0,5.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402731,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,22.0,7.657577319177793,586.4660000000002,6.930280000000005,3.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402730,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2cccc(C(=O)O)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,42.0,7.376750709602099,586.4660000000002,6.930280000000005,3.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402729,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccn(CC(C)(C)O)n2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,56.0,7.251811972993799,604.5290000000001,6.199480000000006,3.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402574,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,74.0,7.130768280269024,554.4650000000003,4.452880000000004,4.0,5.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by HTRF assay,J. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2402573,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1,196.0,6.707743928643524,518.4850000000002,4.174680000000003,4.0,5.0
Inhibition of GST-tagged HDM2 (unknown origin) assessed as p53 ubiquitination by Western blot analysis,Bioorg. Med. Chem.,2013,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2440443,IC50,nM,O=c1nc2n(-c3cccc(Cl)c3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,1500.0,5.823908740944319,391.7360000000001,3.8510000000000018,1.0,4.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109036,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,5.0,8.301029995663981,613.5170000000003,5.629000000000004,4.0,5.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109037,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)sc32)[C@@H]1c1cccc(Cl)c1F,177.0,6.752026733638194,619.5460000000003,5.690500000000004,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109038,IC50,nM,COc1cc(C(=O)O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)sc32)[C@@H]1c1cccc(Cl)c1F,57.0,7.244125144327507,620.5300000000002,6.289800000000005,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109039,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ncc32)[C@@H]1c1cccc(Cl)c1F,5764.0,5.239276027858049,614.5050000000003,5.024000000000004,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109040,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)sc32)[C@H]1c1cccc(Cl)c1F,7.0,8.154901959985743,619.5460000000003,5.690500000000004,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109041,IC50,nM,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)sc32)[C@H]1c1cccc(Cl)c1F,7.0,8.154901959985743,620.5300000000002,6.289800000000005,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109042,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ncc32)[C@H]1c1cccc(Cl)c1F,6.0,8.221848749616356,614.5050000000003,5.024000000000004,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109043,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)sc32)C1c1cccc(Cl)c1F,40.0,7.397940008672037,619.5460000000003,5.690500000000004,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109044,IC50,nM,COc1cc(C(=O)O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)sc32)C1c1cccc(Cl)c1F,33.0,7.481486060122112,620.5300000000002,6.289800000000005,4.0,6.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109045,IC50,nM,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3nc(Cl)ncc32)[C@H]1c1cccc(Cl)c1F,45.0,7.346787486224656,615.4930000000003,4.419000000000002,4.0,7.0
Binding affinity to GST-tagged MDM2 (unknown origin) assessed as inhibition of interaction with biotinylated p53 after 1 hr by HTRF assay,ACS Med. Chem. Lett.,2014,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3109046,IC50,nM,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3nc(Cl)ncc32)[C@H]1c1cccc(Cl)c1F,25.0,7.602059991327962,616.4770000000003,5.018300000000004,4.0,7.0
